Subphylum;Order;Suborder;Family;Subfamily;Genus;Species;Morphospecies;Species_old_name;Diet;Site;Sampling;Day;Tree;Square;Treatment;Abundance;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AH;Hemiptera AH;gran;DO;B;20.05.2017;I1;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Nabidae;;;;Hemiptera_AI;Hemiptera AI;pred;ER;B;14.05.2017;J19;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Nabidae;;;;Hemiptera_AI;Hemiptera AI;pred;CP;A;07.07.2017;J2;i;wr;2;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;DO;B;03.05.2017;A16;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;DO;A;01.07.2017;E11;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;ER;A;02.07.2017;E7;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;ER;A;02.07.2017;E7;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;DO;B;17.05.2017;F3;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;CP;A;24.06.2017;F4;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;CP;A;04.07.2017;G1;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;DO;B;17.05.2017;G14;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;CP;B;13.05.2017;I2;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;CP;A;04.07.2017;I9;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;ER;B;14.05.2017;L22;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AJ;Hemiptera AJ;pred;ER;B;14.05.2017;L24;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AK;Hemiptera AK;gran;DO;B;17.05.2017;G14;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AK;Hemiptera AK;gran;CP;A;07.07.2017;J2;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AK;Hemiptera AK;gran;CP;A;04.07.2017;K5;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AK;Hemiptera AK;gran;CP;B;18.05.2017;L2;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AL;Hemiptera AL;herb;CP;A;24.06.2017;E2;iv;wr;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AL;Hemiptera AL;herb;CP;B;18.05.2017;L2;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Alydidae;;;;Hemiptera_AM;Hemiptera AM;herb;CP;B;18.05.2017;I3;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Alydidae;;;;Hemiptera_AM;Hemiptera AM;herb;ER;A;08.07.2017;L22;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AN;Hemiptera AN;herb;CP;A;24.06.2017;C6;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AN;Hemiptera AN;herb;CP;B;18.05.2017;I3;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AN;Hemiptera AN;herb;CP;A;29.06.2017;J5;i;wr;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AO;Hemiptera AO;unkn;DO;B;03.05.2017;A16;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AO;Hemiptera AO;unkn;DO;A;01.07.2017;C16;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;;;;;Hemiptera_AP;Hemiptera AP;unkn;CP;A;24.06.2017;F4;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;;;;;Hemiptera_AP;Thrip nymph B;unkn;CP;A;11.07.2017;G5;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;;;;;Hemiptera_AP;Thrip nymph B;unkn;CP;B;13.05.2017;J4;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;;;;;Hemiptera_AP;Hemiptera AP;unkn;CP;B;18.05.2017;L2;i;w;2;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AQ;Hemiptera AQ;herb;DO;B;17.05.2017;G13;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AQ;Hemiptera AQ;herb;CP;A;29.06.2017;G6;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AQ;Hemiptera AQ;herb;CP;B;18.05.2017;L2;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AR;Hemiptera AR;unkn;CP;B;18.05.2017;B7;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AR;Hemiptera AR;unkn;CP;B;18.05.2017;B7;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AS;Hemiptera AS;unkn;ER;B;04.05.2017;C3;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_AT;Hemiptera AT;pred;DO;B;20.05.2017;I4;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AU;Hemiptera AU;unkn;ER;B;10.05.2017;M1;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Alydidae;;;;Hemiptera_AV;Hemiptera AV;herb;ER;B;02.05.2017;C2;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AW;Hemiptera AW;herb;DO;B;17.05.2017;G13;ii;wr;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_AX;Hemiptera AX;herb;CP;B;18.05.2017;G3;iv;wr;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_AY;Hemiptera AY;herb;CP;B;18.05.2017;A8;i;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_AY;Hemiptera AY;herb;DO;B;17.05.2017;F16;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AZ;Hemiptera AZ;unkn;DO;B;17.05.2017;H5;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_AZ;Hemiptera AZ;unkn;DO;B;20.05.2017;I21;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_B;Hemiptera B;gran;DO;A;26.06.2017;B16;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_B;Hemiptera B;gran;DO;B;17.05.2017;F10;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_B;Hemiptera B;gran;DO;B;17.05.2017;G14;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_B;Hemiptera B;gran;CP;B;05.05.2017;J5;i;wr;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_BA;Hemiptera BA;unkn;ER;B;02.05.2017;F1;i;wo;3;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_BA;Hemiptera BA;unkn;CP;A;11.07.2017;G3;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Microphysidae;;;;Hemiptera_BB;Hemiptera BB;unkn;ER;B;02.05.2017;F1;i;wo;2;
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_BC;Hemiptera BC;herb;DO;A;01.07.2017;E11;i;wr;1;
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_BC;Hemiptera BC;herb;DO;B;17.05.2017;F3;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_BG;Hemiptera BG;pred;ER;A;25.06.2017;B1;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BH;Hemiptera BH;pred;ER;A;25.06.2017;F1;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BH;Hemiptera BH;pred;ER;A;25.06.2017;F14;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BH;Hemiptera BH;pred;ER;A;25.06.2017;F14;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BH;Hemiptera BH;pred;ER;A;08.07.2017;I4;iii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;;;;;Hemiptera_BI;Hemiptera BI;herb;ER;A;25.06.2017;F14;iii;w;3;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_BJ;Hemiptera BJ;unkn;CP;A;04.07.2017;F1;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_BJ;Hemiptera BJ;unkn;CP;A;04.07.2017;G1;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Alydidae;;;;Hemiptera_BK;Hemiptera BK;herb;CP;A;29.06.2017;G6;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_BL;Hemiptera BL;herb;CP;A;29.06.2017;G6;iii;w;2;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_BN;Hemiptera BN;pred;DO;A;01.07.2017;D17;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;Mirinae;;;Hemiptera_BO;Hemiptera BO;unkn;ER;A;02.07.2017;I3;ii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;;;;;Hemiptera_BP;Hemiptera BP;herb;ER;A;02.07.2017;E7;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Alydidae;;;;Hemiptera_BQ;Hemiptera BQ;herb;CP;A;04.07.2017;J8;i;wr;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_BR;Hemiptera BR;unkn;CP;A;04.07.2017;H1;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BS;Hemiptera BS;pred;ER;A;05.07.2017;L8;i;wr;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_BT;Hemiptera BT;pred;ER;A;05.07.2017;L8;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_BU;Hemiptera BU;unkn;ER;A;05.07.2017;O9;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;Mirinae;;;Hemiptera_BV;Hemiptera BV;unkn;ER;A;05.07.2017;P5;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen BE;pred;DO;B;03.05.2017;A3;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;CP;B;18.05.2017;B7;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;06.05.2017;C16;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;ER;B;04.05.2017;C3;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D ;pred;ER;A;25.06.2017;C3;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Hemiptera nymph O ;pred;ER;B;02.05.2017;E1;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;ER;B;02.05.2017;E1;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen BE;pred;ER;B;02.05.2017;F1;i;wo;2;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;ER;B;02.05.2017;F1;i;wo;2;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;ER;B;02.05.2017;F1;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Hemiptera nymph D;pred;ER;B;07.05.2017;G18;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;12.05.2017;G3;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;12.05.2017;G3;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen F;pred;CP;B;05.05.2017;G6;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;12.05.2017;G6;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;CP;B;18.05.2017;G7;iv;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;20.05.2017;G9;ii;wo;2;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;20.05.2017;H18;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen D;pred;DO;B;17.05.2017;H5;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;Emesinae;;;Hemiptera_BW;Unknown specimen F;pred;CP;A;29.06.2017;J5;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Largidae;;;;Hemiptera_BX;Hemiptera BX;herb;ER;A;08.07.2017;I4;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_BY;Hemiptera BY;pred;CP;A;11.07.2017;G3;iv;wr;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_BZ;Hemiptera BZ;pred;CP;A;11.07.2017;L2;iii;w;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;CP;B;01.05.2017;A4;i;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;CP;B;01.05.2017;E2;iii;wr;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;ER;B;07.05.2017;E7;i;w;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;DO;A;06.07.2017;G2;i;wr;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;DO;A;06.07.2017;G3;ii;w;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera nymph B;herb;CP;B;09.05.2017;H1;i;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;CP;A;07.07.2017;I2;ii;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;CP;A;07.07.2017;I2;ii;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;CP;B;13.05.2017;I4;ii;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera C;herb;CP;A;07.07.2017;J2;ii;wr;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_C;Hemiptera AG;herb;CP;B;13.05.2017;J2;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_CA;Hemiptera CA;pred;DO;A;13.07.2017;H15;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_CA;Hemiptera CA;pred;DO;A;13.07.2017;H15;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_CE;Unknown specimen AC;herb;ER;B;19.05.2017;AH3;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_CE;Unknown specimen AC;herb;CP;A;29.06.2017;H2;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Berytidae;;;;Hemiptera_CF;Unknown specimen BF;herb;CP;B;18.05.2017;A10;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Berytidae;;;;Hemiptera_CF;Unknown specimen BF;herb;DO;B;03.05.2017;A18;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Berytidae;;;;Hemiptera_CF;Cranefly A;herb;CP;B;09.05.2017;F6;ii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Scutelleridae;;;;Hemiptera_CG;Beetle EN;herb;CP;A;29.06.2017;J5;iv;wr;1;
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;ER;A;25.06.2017;C3;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;CP;A;07.07.2017;I2;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle CN ;herb;CP;B;18.05.2017;I3;ii;w;1;
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;CP;A;04.07.2017;K5;i;w;1;
Hexapoda;Hemiptera;Heteroptera;Megarididae;;;;Hemiptera_CI;Beetle FK;herb;CP;A;04.07.2017;I9;iii;w;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_CJ;Sawfly A;unkn;ER;B;19.05.2017;R14;iv;wr;1;
Hexapoda;Hemiptera;Heteroptera;Miridae;;;;Hemiptera_CJ;Sawfly A;unkn;ER;A;05.07.2017;V2;i;wo;1;
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_D;Hemiptera D;herb;CP;B;01.05.2017;E2;iii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Reduviidae;;;;Hemiptera_DW;Hemiptera DW;pred;DO;A;06.07.2017;D5;i;wo;1;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_E;Hemiptera E;herb;CP;B;05.05.2017;C8;iv;wo;2;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_E;Hemiptera E;herb;CP;A;29.06.2017;C8;iv;wo;1;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_E;Hemiptera E;herb;CP;B;01.05.2017;E2;ii;wr;1;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_E;Hemiptera E;herb;DO;B;17.05.2017;F16;iii;wo;1;
Hexapoda;Hemiptera;Heteroptera;Tingidae;;;;Hemiptera_E;Hemiptera E;herb;CP;B;05.05.2017;G6;i;w;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;11.07.2017;A10;ii;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;18.05.2017;A10;i;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;18.05.2017;A10;iv;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera nymph M;herb;CP;B;18.05.2017;A10;iii;wo;3;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera nymph M;herb;CP;B;18.05.2017;A10;iv;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;A10;i;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;A16;i;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;A16;i;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;A16;ii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;A18;i;wr;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;A18;iii;wr;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;A18;iv;wr;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;01.05.2017;A4;i;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;01.05.2017;A4;ii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A4;i;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A4;ii;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A4;iii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;01.05.2017;A7;i;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;01.05.2017;A7;ii;wo;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;B;01.05.2017;A7;iii;wo;8;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A7;i;wo;10;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A7;ii;wo;3;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A7;iii;wo;6;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;24.06.2017;A7;iv;wo;5;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;CP;A;11.07.2017;A8;i;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B16;i;wo;3;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B16;ii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B16;iii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B18;ii;w;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;B18;iii;w;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B20;iii;w;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;B20;i;w;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;B20;iii;w;3;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;B20;iv;w;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera nymph M;herb;CP;B;18.05.2017;B7;ii;wo;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B8;ii;wr;2;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;B;03.05.2017;B8;iv;wr;1;
Hexapoda;Hemiptera;Sternorrhyncha;Liviidae;Euphyllurinae;Diaphorina;Diaphorina citri;Hemiptera_F;Hemiptera F;herb;DO;A;26.06.2017;B8;ii;wr;2;
